,ID,SchoolName,Type,Number
440,16K455,Boys and Girls High School,No.Enrollment,0.68
441,26Q415,Benjamin N. Cardozo High School,No.Enrollment,0.16
442,29Q313,Benjamin Franklin High School for Finance & Inform,No.Enrollment,NA
443,13K670,Benjamin Banneker Academy,No.Enrollment,0.14
444,10X434,Belmont Preparatory High School,No.Enrollment,0.40
445,84K648,Bedford Stuyvesant Collegiate -Uncommon Collegiate,No.Enrollment,NA
446,13K595,Bedford Academy High School,No.Enrollment,0.15
447,03M479,Beacon High School,No.Enrollment,0.12
448,26Q495,Bayside High School,No.Enrollment,0.14
449,02M411,Baruch College Campus High School,No.Enrollment,0.01
450,24Q299,Bard High School Early College Queens,No.Enrollment,0.08
451,01M696,Bard High School Early College,No.Enrollment,0.01
452,08X530,Banana Kelly High School,No.Enrollment,0.68
453,30Q580,Baccalaureate School for Global Education,No.Enrollment,0.00
454,24Q610,Aviation Career & Technical Education High School,No.Enrollment,0.13
455,14K610,Automotive High School,No.Enrollment,0.67
456,27Q400,August Martin High School,No.Enrollment,0.65
457,11X299,Astor Collegiate Academy,No.Enrollment,0.43
458,18K589,Arts & Media Preparatory Academy,No.Enrollment,0.67
459,02M630,Art and Design High School,No.Enrollment,0.27
460,08X367,"Archimedes Academy for Math, Science and Technolog",No.Enrollment,NA
461,08X376,Antonia Pantoja Preparatory Academy: A College Boa,No.Enrollment,NA
462,32K554,All City Leadership Secondary School,No.Enrollment,0.15
463,07X600,Alfred E. Smith Career and Technical Education Hig,No.Enrollment,0.72
464,13K499,ACORN Community High School,No.Enrollment,0.33
465,84K508,Achievement First Endeavor Charter School,No.Enrollment,NA
466,84K358,Achievement First East New York Charter School,No.Enrollment,NA
467,84K356,Achievement First Crown Heights Charter School,No.Enrollment,0.16
468,84K538,Achievement First Bushwick Charter School,No.Enrollment,NA
469,32K552,Academy of Urban Planning,No.Enrollment,0.57
470,27Q309,Academy of Medical Technology: A College Board Sch,No.Enrollment,0.39
471,19K618,Academy of Innovative Technology,No.Enrollment,0.46
472,17K408,Academy of Hospitality and Tourism,No.Enrollment,0.66
473,24Q264,Academy of Finance and  Enterprise,No.Enrollment,0.22
474,30Q575,Academy of American Studies,No.Enrollment,0.06
475,19K404,Academy for Young Writers,No.Enrollment,0.46
476,02M546,Academy for Software Engineering,No.Enrollment,NA
477,05M367,Academy for Social Action: A College Board School,No.Enrollment,0.39
478,11X270,Academy for Scholarship and Entrepreneurship: A Co,No.Enrollment,0.41
479,09X365,Academy for Language and Technology,No.Enrollment,0.31
480,17K751,Academy for Health Careers,No.Enrollment,NA
481,32K403,Academy for Environmental Leadership,No.Enrollment,0.52
482,18K637,Academy for Conservation and the Environment,No.Enrollment,0.43
483,17K382,Academy for College Preparation and Career Explora,No.Enrollment,0.38
484,30Q301,Academy for Careers in Television and Film,No.Enrollment,0.16
485,21K410,Abraham Lincoln High School,No.Enrollment,0.38
486,06M540,A. Philip Randolph Campus High School,No.Enrollment,0.34
487,02M047,47 The American Sign Language and English Secondar,No.Enrollment,0.31
488,28Q896,"Young Women's Leadership School, Queens",CUNY.2.Year,0.04
489,30Q286,"Young Women's Leadership School, Astoria",CUNY.2.Year,0.04
490,14K614,Young Women's Leadership School of Brooklyn,CUNY.2.Year,NA
491,04M610,Young Women's Leadership School,CUNY.2.Year,0.13
492,28Q284,York Early College Academy,CUNY.2.Year,0.04
493,10X353,World View High School,CUNY.2.Year,NA
494,25Q285,World Journalism Preparatory: A College Board Scho,CUNY.2.Year,0.29
495,19K510,World Academy for Total Community Health High Scho,CUNY.2.Year,0.09
496,08X282,Women's Academy of Excellence,CUNY.2.Year,0.19
497,12X684,Wings Academy,CUNY.2.Year,0.18
498,14K561,Williamsburg Preparatory School,CUNY.2.Year,0.16
499,14K558,Williamsburg High School for Architecture and Desi,CUNY.2.Year,0.22
500,84K355,Williamsburg Collegiate Charter School,CUNY.2.Year,0.00
501,84K473,Williamsburg Charter High School,CUNY.2.Year,0.34
502,21K620,William E. Grady Career and Technical Education Hi,CUNY.2.Year,0.17
503,30Q445,William Cullen Bryant High School,CUNY.2.Year,0.27
504,08X558,Westchester Square Academy,CUNY.2.Year,NA
505,10X243,West Bronx Academy for the Future,CUNY.2.Year,0.17
506,02M460,Washington Irving High School,CUNY.2.Year,0.13
507,06M348,Washington Heights Expeditionary Learning School,CUNY.2.Year,0.23
508,03M415,Wadleigh Secondary School for the Performing & Vis,CUNY.2.Year,0.13
509,19K660,W. H. Maxwell Career and Technical Education High,CUNY.2.Year,0.15
510,18K576,Victory Collegiate High School,CUNY.2.Year,0.15
511,25Q240,Veritas Academy,CUNY.2.Year,NA
512,02M449,Vanguard High School,CUNY.2.Year,0.15
513,09X263,Validus Preparatory Academy: An Expeditionary Lear,CUNY.2.Year,0.20
514,02M300,"Urban Assembly School of Design and Construction,",CUNY.2.Year,0.18
515,02M316,"Urban Assembly School of Business for Young Women,",CUNY.2.Year,0.25
516,12X372,Urban Assembly School for Wildlife Conservation,CUNY.2.Year,NA
517,05M369,Urban Assembly School for the Performing Arts,CUNY.2.Year,0.13
518,03M307,"Urban Assembly School for Media Studies, The",CUNY.2.Year,0.22
519,20K609,Urban Assembly School for Criminal Justice,CUNY.2.Year,NA
520,07X548,Urban Assembly School for Careers in Sports,CUNY.2.Year,0.13
521,09X241,Urban Assembly School for Applied Math and Science,CUNY.2.Year,0.19
522,02M551,Urban Assembly New York Harbor School,CUNY.2.Year,0.12
523,02M282,Urban Assembly Maker Academy,CUNY.2.Year,NA
524,13K527,Urban Assembly Institute of Math and Science for Y,CUNY.2.Year,0.18
525,13K350,Urban Assembly High School of Music and Art,CUNY.2.Year,0.17
526,02M507,Urban Assembly Gateway School for Technology,CUNY.2.Year,NA
527,02M305,"Urban Assembly Academy of Government and Law, The",CUNY.2.Year,0.19
528,18K642,Urban Action Academy,CUNY.2.Year,0.13
529,84X393,University Prep Charter High School,CUNY.2.Year,0.23
530,01M448,University Neighborhood High School,CUNY.2.Year,0.16
531,07X495,University Heights Secondary School,CUNY.2.Year,0.43
532,02M500,Unity Center for Urban Technologies,CUNY.2.Year,0.15
533,02M533,Union Square Academy for Health Sciences,CUNY.2.Year,NA
534,19K615,Transit Tech Career and Technical Education High S,CUNY.2.Year,0.19
535,25Q525,Townsend Harris High School,CUNY.2.Year,0.00
536,31R455,Tottenville High School,CUNY.2.Year,0.04
537,05M670,Thurgood Marshall Academy for Learning and Social,CUNY.2.Year,0.16
538,28Q620,Thomas A. Edison Career and Technical Education Hi,CUNY.2.Year,0.21
539,10X225,Theatre Arts Production Company School,CUNY.2.Year,0.12
540,13K483,The Urban Assembly School for Law and Justice,CUNY.2.Year,0.14
541,03M402,The Urban Assembly School for Green Careers,CUNY.2.Year,0.19
542,05M157,The Urban Assembly School for Global Commerce,CUNY.2.Year,NA
543,02M135,The Urban Assembly School for Emergency Management,CUNY.2.Year,NA
544,19K764,The Urban Assembly School for Collaborative Health,CUNY.2.Year,NA
545,07X551,The Urban Assembly Bronx Academy of Letters,CUNY.2.Year,0.26
546,84K359,The Uft Charter School,CUNY.2.Year,0.23
547,19K683,"The School for Classics: An Academy of Thinkers, W",CUNY.2.Year,0.18
548,84M279,The Opportunity Charter School,CUNY.2.Year,0.13
549,31R080,The Michael J. Petrides School,CUNY.2.Year,0.05
550,12X521,The Metropolitan Soundview High School,CUNY.2.Year,NA
551,10X237,"The Marie Curie School for Medicine, Nursing, and",CUNY.2.Year,0.31
552,02M600,The High School of Fashion Industries,CUNY.2.Year,0.20
553,02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,CUNY.2.Year,0.15
554,17K528,The High School for Global Citizenship,CUNY.2.Year,0.11
555,14K478,"The High School for Enterprise, Business and Techn",CUNY.2.Year,0.23
556,03M403,The Global Learning Collaborative,CUNY.2.Year,0.12
557,84X488,The Equality Charter School,CUNY.2.Year,NA
558,06M462,The College Academy,CUNY.2.Year,0.35
559,12X478,THE CINEMA SCHOOL,CUNY.2.Year,0.11
560,32K168,The Brooklyn School for Math and Research,CUNY.2.Year,NA
561,16K688,The Brooklyn Academy of Global Finance,CUNY.2.Year,0.13
562,11X514,The Bronxwood Preparatory Academy,CUNY.2.Year,0.10
563,23K697,Teachers Preparatory High School,CUNY.2.Year,0.17
564,02M519,Talent Unlimited High School,CUNY.2.Year,0.16
565,31R460,Susan E. Wagner High School,CUNY.2.Year,0.04
566,15K667,Sunset Park High School,CUNY.2.Year,0.19
567,84K730,Summit Academy Charter School,CUNY.2.Year,NA
568,02M475,Stuyvesant High School,CUNY.2.Year,0.00
569,02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,CUNY.2.Year,NA
570,31R605,Staten Island Technical High School,CUNY.2.Year,0.00
571,03M859,Special Music School,CUNY.2.Year,NA
572,07X221,South Bronx Preparatory: A College Board School,CUNY.2.Year,0.23
573,22K495,Sheepshead Bay High School,CUNY.2.Year,0.17
574,15K462,Secondary School for Law,CUNY.2.Year,0.18
575,15K463,Secondary School for Journalism,CUNY.2.Year,0.23
576,17K543,"Science, Technology and Research Early College Hig",CUNY.2.Year,0.04
577,13K419,"Science Skills Center High School for Science, Tec",CUNY.2.Year,0.21
578,08X348,Schuylerville Preparatory High School,CUNY.2.Year,NA
579,02M413,School of the Future High School,CUNY.2.Year,0.15
580,08X559,School for Tourism and Hospitality,CUNY.2.Year,NA
581,14K477,School for Legal Studies,CUNY.2.Year,0.09
582,15K497,School for International Studies,CUNY.2.Year,0.20
583,17K531,"School for Human Rights, The",CUNY.2.Year,0.22
584,09X404,School for Excellence,CUNY.2.Year,0.28
585,17K533,School for Democracy and  Leadership,CUNY.2.Year,0.11
586,27Q323,Scholars' Academy,CUNY.2.Year,0.02
587,07X655,Samuel Gompers Career and Technical Education High,CUNY.2.Year,0.08
588,27Q324,Rockaway Park High School for Environmental Sustai,CUNY.2.Year,NA
589,27Q351,Rockaway Collegiate High School,CUNY.2.Year,NA
590,27Q308,Robert H. Goddard High School of Communication Art,CUNY.2.Year,0.31
591,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",CUNY.2.Year,0.32
592,25Q670,Robert F. Kennedy Community High School,CUNY.2.Year,0.44
593,10X141,Riverdale / Kingsbridge Academy (Middle School / H,CUNY.2.Year,0.12
594,27Q475,Richmond Hill High School,CUNY.2.Year,0.19
595,02M580,Richard R. Green High School of Teaching,CUNY.2.Year,0.20
596,02M531,Repertory Company High School for Theatre Arts,CUNY.2.Year,0.18
597,08X293,Renaissance High School for Musical Theater & Tech,CUNY.2.Year,0.19
598,84Q705,Renaissance Charter School,CUNY.2.Year,0.28
599,84M433,Renaissance Charter High School for Innovation,CUNY.2.Year,NA
600,31R600,Ralph R. McKee Career and Technical Education High,CUNY.2.Year,0.04
601,21K344,Rachel Carson High School for Coastal Studies,CUNY.2.Year,0.34
602,02M422,Quest to Learn,CUNY.2.Year,NA
603,24Q600,Queens Vocational and Technical High School,CUNY.2.Year,0.37
604,25Q252,"Queens School of Inquiry, The",CUNY.2.Year,0.03
605,29Q248,Queens Preparatory Academy,CUNY.2.Year,0.18
606,28Q686,QUEENS METROPOLITAN HIGH SCHOOL,CUNY.2.Year,NA
607,26Q566,"Queens High School of Teaching, Liberal Arts and t",CUNY.2.Year,0.27
608,28Q687,Queens High School for the Sciences at York Colleg,CUNY.2.Year,0.03
609,25Q241,Queens High School for Language Studies,CUNY.2.Year,NA
610,27Q302,"Queens High School for Information, Research, and",CUNY.2.Year,0.12
611,28Q680,Queens Gateway to Health Sciences Secondary School,CUNY.2.Year,0.12
612,28Q310,Queens Collegiate: A College Board School,CUNY.2.Year,0.30
613,14K474,PROGRESS High School for Professional Careers,CUNY.2.Year,0.19
614,02M408,Professional Performing Arts High School,CUNY.2.Year,0.07
615,29Q283,Preparatory Academy for Writers: A College Board S,CUNY.2.Year,0.23
616,31R445,Port Richmond High School,CUNY.2.Year,0.06
617,19K507,Performing Arts and Technology High School,CUNY.2.Year,0.08
618,11X542,Pelham Preparatory Academy,CUNY.2.Year,0.18
619,08X320,Pelham Lab High School,CUNY.2.Year,NA
620,12X278,Peace and Diversity Academy,CUNY.2.Year,0.07
621,17K122,Pathways in Technology Early College High School (,CUNY.2.Year,NA
622,29Q259,Pathways College Preparatory School: A College Boa,CUNY.2.Year,0.16
623,15K464,Park Slope Collegiate,CUNY.2.Year,0.17
624,04M495,Park East High School,CUNY.2.Year,0.16
625,12X388,Pan American International High School at Monroe,CUNY.2.Year,0.28
626,24Q296,Pan American International High School,CUNY.2.Year,0.30
627,02M298,Pace High School,CUNY.2.Year,0.25
628,08X305,Pablo Neruda Academy,CUNY.2.Year,0.20
629,22K611,Origins High School,CUNY.2.Year,NA
630,84K777,Ocean Hill Collegiate Charter School,CUNY.2.Year,NA
631,02M376,NYC iSchool,CUNY.2.Year,0.05
632,84X395,"NYC Charter High School for Architecture, Engineer",CUNY.2.Year,0.16
633,84K693,Northside Charter High School,CUNY.2.Year,0.18
634,24Q455,Newtown High School,CUNY.2.Year,0.27
635,30Q555,Newcomers High School,CUNY.2.Year,0.37
636,11X513,New World High School,CUNY.2.Year,0.33
637,84X553,New Visions Charter High School for the Humanities,CUNY.2.Year,NA
638,84X539,New Visions Charter High School for Advanced Math,CUNY.2.Year,NA
639,20K445,New Utrecht High School,CUNY.2.Year,0.21
640,84M353,New Heights Academy Charter School,CUNY.2.Year,0.52
641,07X547,New Explorers High School,CUNY.2.Year,0.17
642,01M539,"New Explorations into Science, Technology and Math",CUNY.2.Year,0.02
643,31R440,New Dorp High School,CUNY.2.Year,0.05
644,02M543,New Design High School,CUNY.2.Year,0.17
645,16K765,Nelson Mandela High School,CUNY.2.Year,NA
646,02M414,N.Y.C. Museum School,CUNY.2.Year,0.16
647,02M412,N.Y.C. Lab School for Collaborative Studies,CUNY.2.Year,0.05
648,02M520,Murry Bergtraum High School for Business Careers,CUNY.2.Year,0.18
649,19K583,Multicultural High School,CUNY.2.Year,0.19
650,07X473,Mott Haven Village Preparatory High School,CUNY.2.Year,0.20
651,12X242,Mott Hall V,CUNY.2.Year,NA
652,05M304,Mott Hall High School,CUNY.2.Year,0.25
653,09X252,Mott Hall Bronx High School,CUNY.2.Year,0.24
654,09X297,Morris Academy for Collaborative Studies,CUNY.2.Year,0.26
655,12X692,Monroe Academy for Visual Arts & Design,CUNY.2.Year,0.20
656,02M418,Millennium High School,CUNY.2.Year,0.02
657,15K684,Millennium Brooklyn HS,CUNY.2.Year,NA
658,08X312,Millennium Art Academy,CUNY.2.Year,0.26
659,22K405,Midwood High School,CUNY.2.Year,0.13
660,24Q520,Middle College High School at LaGuardia Community,CUNY.2.Year,0.19
661,12X248,"Metropolitan High School, The",CUNY.2.Year,0.18
662,28Q167,Metropolitan Expeditionary Learning School,CUNY.2.Year,NA
663,17K590,Medgar Evers College Preparatory School,CUNY.2.Year,0.14
664,29Q492,"Mathematics, Science Research and Technology Magne",CUNY.2.Year,0.15
665,84K733,"Math, Engineering, and Science Academy Charter Hig",CUNY.2.Year,NA
666,24Q585,Maspeth High School,CUNY.2.Year,NA
667,26Q435,Martin Van Buren High School,CUNY.2.Year,0.20
668,01M509,Marta Valle High School,CUNY.2.Year,0.15
669,10X477,Marble Hill High School for International Studies,CUNY.2.Year,0.35
670,02M439,Manhattan Village Academy,CUNY.2.Year,0.20
671,03M283,Manhattan Theatre Lab High School,CUNY.2.Year,0.26
672,02M459,Manhattan International High School,CUNY.2.Year,0.34
673,02M280,Manhattan Early College School for Advertising,CUNY.2.Year,NA
674,04M435,Manhattan Center for Science and Mathematics,CUNY.2.Year,0.16
